Strain,Stress
0,0
0.000236,1.302768
0.000465,2.451495
0.000737,3.65633
0.00111,5.267467
0.001446,6.794507
0.001589,7.424946
0.001862,8.237717
0.002205,9.260689
0.00252,9.947539
0.002735,10.25609
0.002907,10.49453
0.003029,10.60683
0.003301,10.66348
0.003551,10.53804
0.003859,10.27272
0.004053,10.03513
0.004189,9.741397
0.004403,9.251816
